Nation,Country,Region,Year,CO2 Emissions,Emissions from bunker fuels,Emissions from cement production,Emissions from gas flaring,Emissions from gas fuel consumption,Emissions from liquid fuel consumption,Emissions from solid fuel consumption,Gdp Ppp,Number of Records,Per capita CO2 emissions,Population,Total CO2 emissions from fossil-fuels and cement production
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,"HONG KONG, CHINA",Asia,1989,"8,276","2,199",291,0,0,"2,491","5,494",1.44E+11,1,1.45,5722161,"8,276"
SINGAPORE,SINGAPORE,Asia,2005,"8,279","25,462",0,0,"3,479","4,797",3,2.58E+11,1,1.94,4495531,"8,279"
QATAR,QATAR,Asia,2001,"8,280",277,169,157,"6,716","1,237",0,54522340100,1,13.62,613720,"8,280"
SWITZERLAND,SWITZERLAND,Europe,1965,"8,282",15,549,0,0,"6,526","1,208",1.77E+11,1,1.41,5829958,"8,282"
MOROCCO,MOROCCO,Africa,1995,"8,283",68,871,0,7,"5,501","1,904",1.15E+11,1,0.31,27161889,"8,283"
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1983,"8,294",180,679,"1,013","1,018","5,583",1,1.51E+11,1,2.34,3583183,"8,294"
CUBA,CUBA,North America,2008,"8,302",144,232,0,608,"7,437",25,1.98E+11,1,0.73,11290239,"8,302"
SOUTH AFRICA,SOUTH AFRICA,Africa,1926,"8,305",0,0,0,0,0,"8,305",25988852690,1,0,7155299,"8,305"
ISLAMIC REPUBLIC OF IRAN,IRAN,Asia,1943,"8,312",0,5,0,0,"8,257",50,51044461919,1,0,15077617,"8,312"
ITALY (INCLUDING SAN MARINO),ITALY,Europe,1933,"8,321",0,483,0,6,560,"7,271",2.03E+11,1,0,40771062,"8,321"
PORTUGAL,PORTUGAL,Europe,1986,"8,323",811,740,0,0,"6,091","1,492",1.57E+11,1,0.84,9925410,"8,323"
NORWAY,NORWAY,Europe,1973,"8,324",777,371,285,0,"6,932",736,97322060332,1,2.1,3959705,"8,324"
PHILIPPINES,PHILIPPINES,Asia,1974,"8,326",139,476,0,0,"7,819",31,1.38E+11,1,0.21,40149959,"8,326"
MEXICO,MEXICO,North America,1948,"8,328",0,147,0,625,"7,009",546,1.04E+11,1,0,20699956,"8,328"
MEXICO,MEXICO,North America,1950,"8,328",289,208,731,419,"6,463",507,1.24E+11,1,0.3,28012558,"8,328"
MALAYSIA,MALAYSIA,Asia,1982,"8,337",34,425,857,46,"6,912",97,1.10E+11,1,0.57,14543585,"8,337"
NORWAY,NORWAY,Europe,1994,"8,338",889,196,199,"1,558","5,364","1,021",2.05E+11,1,1.92,4334434,"8,338"
NETHERLANDS,NETHERLANDS,Europe,1924,"8,350",0,0,0,0,574,"7,776",47496495758,1,0,6846453,"8,350"
IRAQ,IRAQ,Asia,1982,"8,351",106,761,"1,848",182,"5,559",1,2.06E+11,1,0.58,14437661,"8,351"
UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Asia,1973,"8,353",41,0,"7,586",445,322,0,13252591190,1,21.8,382823,"8,353"
IRAQ,IRAQ,Asia,1973,"8,357",71,247,"3,947",634,"3,528",1,1.06E+11,1,0.76,10951169,"8,357"
ROMANIA,ROMANIA,Europe,1953,"8,361",0,258,0,"2,613","2,905","2,584",88411761635,1,0.49,17005725,"8,361"
MEXICO,MEXICO,North America,1918,"8,363",0,0,0,0,"7,959",404,43538851837,1,0,15072751,"8,363"
CUBA,CUBA,North America,1978,"8,369",0,369,0,6,"7,929",66,1.24E+11,1,0.86,9711393,"8,369"
QATAR,QATAR,Asia,1993,"8,378",0,74,0,"7,072","1,232",0,30242788637,1,17.05,492120,"8,378"
DEMOCRATIC PEOPLE S REPUBLIC OF KOREA,South Korea,Asia,1962,"8,378",0,323,0,0,322,"7,733",18835473486,1,0.73,26495107,"8,378"
BULGARIA,BULGARIA,Europe,1962,"8,382",0,257,0,0,"1,376","6,749",46135303166,1,1.05,8004367,"8,382"
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1982,"8,389",162,543,"1,522",379,"5,944",1,1.51E+11,1,2.48,3450078,"8,389"
SOUTH AFRICA,SOUTH AFRICA,Africa,1929,"8,398",0,49,0,0,0,"8,349",29692377102,1,0,7155299,"8,398"
SINGAPORE,SINGAPORE,Asia,2006,"8,399","28,164",0,0,"3,752","4,643",4,2.78E+11,1,1.9,4614637,"8,399"
TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,North America,2004,"8,403",770,104,0,"6,549","1,750",0,30641335654,1,6.41,1290535,"8,403"
AUSTRIA,AUSTRIA,Europe,1960,"8,405",1,385,0,797,"2,297","4,926",83132402234,1,1.19,7065525,"8,405"
QATAR,QATAR,Asia,1995,"8,406",0,65,0,"7,072","1,268",0,31138424753,1,16.77,501019,"8,406"
MALAYSIA,MALAYSIA,Asia,1981,"8,406",26,385,743,42,"7,131",105,1.04E+11,1,0.59,14180093,"8,406"
SWEDEN,SWEDEN,Europe,1948,"8,408",0,202,0,0,"2,791","5,415",73142472709,1,0,6353381,"8,408"
CUBA,CUBA,North America,1983,"8,411",252,439,0,4,"7,903",65,1.41E+11,1,0.85,9966733,"8,411"
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,"HONG KONG, CHINA",Asia,1997,"8,414","4,319",262,0,"1,341","3,650","3,161",2.09E+11,1,1.31,6411273,"8,414"
IRAQ,IRAQ,Asia,1974,"8,438",80,247,"4,247",424,"3,517",3,1.21E+11,1,0.74,11312304,"8,438"
NEW ZEALAND,NEW ZEALAND,Australia,1997,"8,446",735,133,53,"2,923","4,098","1,239",1.01E+11,1,2.25,3752102,"8,446"
ITALY (INCLUDING SAN MARINO),ITALY,Europe,1925,"8,452",0,0,0,3,365,"8,084",1.78E+11,1,0,37422220,"8,452"
PHILIPPINES,PHILIPPINES,Asia,1984,"8,452",327,497,0,0,"6,983",972,2.01E+11,1,0.16,52873979,"8,452"
IRELAND,IRELAND,Europe,1992,"8,460",267,218,0,"1,186","3,588","3,467",75171892928,1,2.38,3582342,"8,460"
UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Asia,1975,"8,473",189,0,"7,375",415,683,0,50764871184,1,15.88,531265,"8,473"
USSR,RUSSIA,Europe,1920,"8,475",0,0,0,0,"3,265","5,210",1.20E+11,1,0,179916092,"8,475"
EGYPT,EGYPT,Africa,1975,"8,481",372,487,688,24,"6,310",972,1.58E+11,1,0.21,38624410,"8,481"
NETHERLANDS,NETHERLANDS,Europe,1946,"8,489",0,55,0,0,53,"8,381",60452314167,1,0,8860722,"8,489"
SINGAPORE,SINGAPORE,Asia,2003,"8,490","20,463",20,0,"2,801","5,660",9,2.21E+11,1,2.08,4254553,"8,490"
NORWAY,NORWAY,Europe,1995,"8,492",913,219,224,"1,549","5,440","1,060",2.14E+11,1,1.95,4359788,"8,492"
MOROCCO,MOROCCO,Africa,1996,"8,507",64,896,0,9,"5,224","2,377",1.29E+11,1,0.31,27556892,"8,507"
NORWAY,NORWAY,Europe,1977,"8,509",663,315,313,292,"6,863",725,1.19E+11,1,2.1,4041789,"8,509"
SPAIN,SPAIN,Europe,1947,"8,510",0,297,0,112,"1,446","6,655",1.06E+11,1,0,25828302,"8,510"
NEW ZEALAND,NEW ZEALAND,Australia,2011,"8,517",898,150,87,"2,130","4,600","1,550",1.39E+11,1,1.93,4404483,"8,517"
IRELAND,IRELAND,Europe,1990,"8,520",305,222,0,"1,170","3,534","3,594",72002436770,1,2.41,3563106,"8,520"
INDIA,INDIA,Asia,1912,"8,520",0,0,0,0,795,"7,725",2.35E+11,1,0,267795301,"8,520"
IRELAND,IRELAND,Europe,1993,"8,529",402,197,0,"1,347","3,692","3,293",77111834149,1,2.39,3599451,"8,529"
CHINA (MAINLAND),CHINA,Asia,1946,"8,536",0,28,0,0,59,"8,449",3.50E+11,1,0,509858820,"8,536"
ECUADOR,ECUADOR,South America,2007,"8,538",518,601,404,243,"7,290",0,1.17E+11,1,0.6,14205479,"8,538"
CHILE,CHILE,South America,1991,"8,542",320,306,65,600,"5,217","2,355",1.26E+11,1,0.64,13354054,"8,542"
UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Asia,1974,"8,543",108,0,"7,586",490,468,0,38386652591,1,18.84,451948,"8,543"
NORWAY,NORWAY,Europe,1996,"8,544",981,226,245,"1,310","5,721","1,041",2.26E+11,1,1.95,4385951,"8,544"
SYRIAN ARAB REPUBLIC,SYRIA,Asia,1986,"8,550",299,571,41,204,"7,734",1,35792569809,1,0.78,11020718,"8,550"
TURKMENISTAN,TURKMENISTAN,Europe,1996,"8,553",0,61,0,"5,660","2,760",72,20245867001,1,2,4267690,"8,553"
NORWAY,NORWAY,Europe,1990,"8,559",734,171,305,"1,210","5,980",893,1.76E+11,1,2.02,4240375,"8,559"
CUBA,CUBA,North America,1992,"8,559",174,272,0,11,"8,229",47,1.14E+11,1,0.8,10735775,"8,559"
CUBA,CUBA,North America,1980,"8,563",0,385,0,9,"8,100",69,1.25E+11,1,0.87,9835177,"8,563"
QATAR,QATAR,Asia,1999,"8,565",0,139,0,"6,109","2,318",0,49855964114,1,15.03,570643,"8,565"
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1985,"8,568",188,888,420,"1,719","5,540",1,1.33E+11,1,2.23,3840635,"8,568"
IRELAND,IRELAND,Europe,1991,"8,569",308,218,0,"1,199","3,593","3,559",73054945876,1,2.42,3570140,"8,569"
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,"HONG KONG, CHINA",Asia,1994,"8,571","3,534",262,0,0,"3,632","4,677",1.86E+11,1,1.42,6048585,"8,571"
SINGAPORE,SINGAPORE,Asia,1980,"8,572","3,975",266,0,0,"8,303",3,49649565511,1,3.55,2414524,"8,572"
KUWAIT,KUWAIT,Asia,1987,"8,582","1,060",138,367,"3,943","4,134",0,1.09E+11,1,4.43,1917950,"8,582"
COLOMBIA,COLOMBIA,South America,1972,"8,585",291,415,307,965,"5,073","1,826",1.06E+11,1,0.38,23146803,"8,585"
TAIWAN,TAIWAN,Asia,1971,"8,596",0,686,0,554,"4,770","2,586",86506669780,1,0.58,14914000,"8,596"
SWITZERLAND,SWITZERLAND,Europe,1966,"8,598",15,588,0,-1,"7,037",973,1.82E+11,1,1.44,5916911,"8,598"
PORTUGAL,PORTUGAL,Europe,1987,"8,600",809,796,0,0,"5,907","1,897",1.66E+11,1,0.86,9912208,"8,600"
PHILIPPINES,PHILIPPINES,Asia,1973,"8,602",304,552,0,0,"8,033",17,1.33E+11,1,0.22,39026082,"8,602"
TURKEY,TURKEY,Asia,1966,"8,603",154,526,0,0,"3,745","4,332",2.03E+11,1,0.26,31718266,"8,603"
ROMANIA,ROMANIA,Europe,1935,"8,606",0,52,0,882,"7,013",659,66133165342,1,0,14064439,"8,606"
GREECE,GREECE,Europe,1972,"8,610","1,166",854,0,0,"5,855","1,901",1.26E+11,1,0.97,8856097,"8,610"
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,"HONG KONG, CHINA",Asia,1995,"8,623","4,293",260,0,15,"3,306","5,042",1.91E+11,1,1.4,6144498,"8,623"
ROMANIA,ROMANIA,Europe,1934,"8,641",0,43,0,883,"7,088",627,64718552180,1,0,14064439,"8,641"
CUBA,CUBA,North America,1979,"8,648",0,355,0,9,"8,228",55,1.26E+11,1,0.89,9777287,"8,648"
ISLAMIC REPUBLIC OF IRAN,IRAN,Asia,1937,"8,649",0,0,0,0,"8,649",0,42858580109,1,0,13315170,"8,649"
DENMARK,DENMARK,Europe,1961,"8,654",234,215,0,0,"4,493","3,946",71502761696,1,1.88,4613769,"8,654"
NORWAY,NORWAY,Europe,1991,"8,656",672,156,195,"1,126","6,367",812,1.82E+11,1,2.03,4262367,"8,656"
NEW ZEALAND,NEW ZEALAND,Australia,2010,"8,658",907,163,101,"2,329","4,650","1,416",1.37E+11,1,1.98,4369027,"8,658"
ISRAEL,ISRAEL,Asia,1989,"8,660",832,311,0,17,"5,819","2,513",83237270936,1,1.98,4383341,"8,660"
HUNGARY,HUNGARY,Europe,1953,"8,671",0,144,0,277,937,"7,314",66593764190,1,0.89,9691114,"8,671"
ISLAMIC REPUBLIC OF IRAN,IRAN,Asia,1938,"8,673",0,0,0,0,"8,673",0,44125493648,1,0,13315170,"8,673"
MEXICO,MEXICO,North America,1927,"8,678",0,0,0,0,"8,145",533,53567826451,1,0,15072751,"8,678"
QATAR,QATAR,Asia,1996,"8,679",0,94,0,"7,177","1,407",0,32560999826,1,16.94,511864,"8,679"
AUSTRIA,AUSTRIA,Europe,1961,"8,689",2,419,0,843,"2,607","4,820",87534440037,1,1.23,7105654,"8,689"
MOROCCO,MOROCCO,Africa,1997,"8,689",0,984,0,18,"5,431","2,256",1.25E+11,1,0.31,27934014,"8,689"
PERU,PERU,South America,2004,"8,698",415,626,995,541,"5,649",887,2.09E+11,1,0.32,27273188,"8,698"
NORWAY,NORWAY,Europe,1983,"8,701",292,227,186,87,"7,221",980,1.43E+11,1,2.11,4120386,"8,701"
ALGERIA,ALGERIA,Africa,1974,"8,701",165,128,"5,091",669,"2,622",191,1.33E+11,1,0.56,16247113,"8,701"
NORWAY,NORWAY,Europe,1993,"8,717",789,183,186,"1,452","6,016",880,1.94E+11,1,2.02,4309606,"8,717"
ALGERIA,ALGERIA,Africa,1975,"8,735",157,129,"4,092","1,217","3,082",216,1.43E+11,1,0.55,16709098,"8,735"
ITALY (INCLUDING SAN MARINO),ITALY,Europe,1936,"8,735",0,520,0,6,593,"7,615",2.30E+11,1,0,40771062,"8,735"
MOROCCO,MOROCCO,Africa,1998,"8,737",251,"1,008",0,18,"5,220","2,491",1.34E+11,1,0.31,28292299,"8,737"
PAKISTAN,PAKISTAN,Asia,1980,"8,745",312,454,391,"3,148","3,801",951,1.73E+11,1,0.11,78071984,"8,745"
IRAQ,IRAQ,Asia,1981,"8,760",106,762,"1,774",179,"6,045",1,2.13E+11,1,0.62,14046273,"8,760"
THAILAND,THAILAND,Asia,1977,"8,770",60,695,0,0,"7,904",172,1.40E+11,1,0.2,44416007,"8,770"
AUSTRALIA,AUSTRALIA,Australia,1939,"8,773",0,93,0,0,0,"8,680",65061267301,1,0,6473803,"8,773"
CHINA (MAINLAND),CHINA,Asia,1923,"8,775",0,0,0,0,0,"8,775",4.57E+11,1,0,462750597,"8,775"
SOUTH AFRICA,SOUTH AFRICA,Africa,1935,"8,777",0,72,0,0,0,"8,705",39445956649,1,0,8880522,"8,777"
ITALY (INCLUDING SAN MARINO),ITALY,Europe,1924,"8,783",0,0,0,3,319,"8,461",1.69E+11,1,0,37422220,"8,783"
CUBA,CUBA,North America,1994,"8,794",145,147,0,10,"8,573",64,97676685864,1,0.81,10853435,"8,794"
NIGERIA,NIGERIA,Africa,1971,"8,803",4,90,"6,718",96,"1,748",150,2.22E+11,1,0.15,57453734,"8,803"
NEW ZEALAND,NEW ZEALAND,Australia,2009,"8,814",879,150,90,"2,191","4,794","1,590",1.35E+11,1,2.04,4329124,"8,814"
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1970,"8,817",36,13,"8,027",0,777,0,1.38E+11,1,4.42,2114264,"8,817"
CHILE,CHILE,South America,1989,"8,832",302,273,82,888,"4,891","2,698",1.13E+11,1,0.68,12928491,"8,832"
OMAN,OMAN,Asia,2003,"8,833",338,340,868,"4,590","3,035",0,81873198686,1,3.78,2385075,"8,833"
QATAR,QATAR,Asia,1998,"8,836",0,134,0,"5,464","3,238",0,47644735623,1,16.1,548618,"8,836"
BANGLADESH,BANGLADESH,Asia,2001,"8,851",198,681,0,"5,159","2,648",363,1.93E+11,1,0.07,133776064,"8,851"
CHILE,CHILE,South America,1992,"8,856",331,360,66,713,"5,682","2,035",1.42E+11,1,0.65,13566942,"8,856"
PHILIPPINES,PHILIPPINES,Asia,1975,"8,870",199,580,0,0,"8,249",41,1.45E+11,1,0.22,41295129,"8,870"
NORWAY,NORWAY,Europe,1978,"8,879",550,304,102,449,"7,224",800,1.23E+11,1,2.19,4056280,"8,879"
SWITZERLAND,SWITZERLAND,Europe,1967,"8,880",15,568,0,1,"7,560",750,1.88E+11,1,1.47,5991681,"8,880"
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1987,"8,881",214,367,"1,155","2,167","5,191",1,1.23E+11,1,2.18,4076888,"8,881"
CUBA,CUBA,North America,1985,"8,884",263,433,0,3,"8,373",75,1.48E+11,1,0.88,10082990,"8,884"
SWEDEN,SWEDEN,Europe,1953,"8,886",115,320,0,0,"4,322","4,244",85484443169,1,1.24,7173121,"8,886"
SINGAPORE,SINGAPORE,Asia,1987,"8,890","7,740",208,0,0,"8,671",11,77630794188,1,3.15,2822828,"8,890"
CUBA,CUBA,North America,1984,"8,891",269,455,0,2,"8,362",73,1.45E+11,1,0.89,10017061,"8,891"
IRELAND,IRELAND,Europe,1994,"8,909",350,221,0,"1,370","4,198","3,120",81632217146,1,2.48,3620616,"8,909"
PHILIPPINES,PHILIPPINES,Asia,1987,"8,913",239,452,0,0,"7,518",943,2.04E+11,1,0.16,57312794,"8,913"
NEW ZEALAND,NEW ZEALAND,Australia,1999,"8,922",743,140,26,"3,003","4,426","1,327",1.06E+11,1,2.34,3817489,"8,922"
AUSTRALIA,AUSTRALIA,Australia,1945,"8,924",0,96,0,0,0,"8,828",81601521869,1,0,7052012,"8,924"
CUBA,CUBA,North America,1981,"8,931",0,448,0,7,"8,408",69,1.35E+11,1,0.91,9884219,"8,931"
SPAIN,SPAIN,Europe,1948,"8,931",0,317,0,122,"1,541","6,951",1.06E+11,1,0,25828302,"8,931"
DEMOCRATIC PEOPLE S REPUBLIC OF KOREA,South Korea,Asia,1963,"8,962",0,344,0,0,343,"8,275",19010197800,1,0.76,27143075,"8,962"
NEW ZEALAND,NEW ZEALAND,Australia,2000,"8,971",687,146,22,"3,160","4,435","1,209",1.08E+11,1,2.33,3858234,"8,971"
KUWAIT,KUWAIT,Asia,1988,"8,976","1,107",121,472,"3,901","4,482",0,1.13E+11,1,4.43,2002645,"8,976"
PORTUGAL,PORTUGAL,Europe,1988,"8,979",793,802,0,0,"6,017","2,160",1.78E+11,1,0.9,9896416,"8,979"
IRELAND,IRELAND,Europe,1995,"8,988",412,235,0,"1,458","4,231","3,064",89645187337,1,2.49,3645333,"8,988"
SPAIN,SPAIN,Europe,1950,"9,019","1,527",343,0,0,"1,440","7,235",1.09E+11,1,0.32,28069737,"9,019"
SYRIAN ARAB REPUBLIC,SYRIA,Asia,1984,"9,024",234,582,200,68,"8,172",3,35994743847,1,0.88,10313485,"9,024"
SPAIN,SPAIN,Europe,1951,"9,041","1,647",373,0,0,"1,450","7,217",1.19E+11,1,0.32,28237323,"9,041"
MOROCCO,MOROCCO,Africa,1999,"9,041",257,"1,024",0,21,"5,586","2,411",1.33E+11,1,0.32,28630973,"9,041"
IRAQ,IRAQ,Asia,1975,"9,042",83,324,"4,616",681,"3,420",1,1.38E+11,1,0.77,11684585,"9,042"
SINGAPORE,SINGAPORE,Asia,1978,"9,044","3,847",184,0,0,"8,856",4,41099924725,1,3.86,2344224,"9,044"
BELGIUM,BELGIUM,Europe,1944,"9,045",0,82,0,0,0,"8,964",38058340941,1,0,8330676,"9,045"
ROMANIA,ROMANIA,Europe,1936,"9,049",0,51,0,"1,038","7,287",673,66840471924,1,0,14064439,"9,049"
HUNGARY,HUNGARY,Europe,1956,"9,052",0,135,0,229,"1,196","7,493",70753611671,1,0.92,9876547,"9,052"
NEW ZEALAND,NEW ZEALAND,Australia,2002,"9,054",762,136,22,"3,159","4,519","1,219",1.17E+11,1,2.29,3961695,"9,054"
CHINA (MAINLAND),CHINA,Asia,1925,"9,067",0,0,0,0,0,"9,067",4.73E+11,1,0,462750597,"9,067"
KUWAIT,KUWAIT,Asia,1993,"9,074",559,68,105,"4,144","4,757",0,1.61E+11,1,5.05,1791511,"9,074"
FINLAND,FINLAND,Europe,1968,"9,085",29,201,0,0,"6,737","2,148",62030410798,1,1.98,4589226,"9,085"
CHILE,CHILE,South America,1990,"9,085",311,288,105,713,"5,056","2,922",1.17E+11,1,0.69,13141202,"9,085"
INDONESIA,INDONESIA,Asia,1969,"9,106",180,73,0,"1,364","7,515",153,2.12E+11,1,0.08,111800090,"9,106"
SINGAPORE,SINGAPORE,Asia,1984,"9,109","4,929",384,0,0,"8,720",6,66810452336,1,3.44,2646981,"9,109"
SINGAPORE,SINGAPORE,Asia,1985,"9,113","5,100",271,0,0,"8,830",12,67280521727,1,3.36,2708634,"9,113"
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,"HONG KONG, CHINA",Asia,1992,"9,116","3,174",223,0,0,"3,240","5,653",1.68E+11,1,1.54,5914576,"9,116"
NETHERLANDS,NETHERLANDS,Europe,1940,"9,126",0,0,0,0,0,"9,126",60483055163,1,0,8860722,"9,126"
SWEDEN,SWEDEN,Europe,1951,"9,128",152,277,0,0,"3,625","5,226",82188434916,1,1.29,7072080,"9,128"
CUBA,CUBA,North America,1990,"9,134",268,408,0,19,"8,558",150,1.50E+11,1,0.86,10582082,"9,134"
TURKEY,TURKEY,Asia,1967,"9,142",107,578,0,0,"4,462","4,103",2.11E+11,1,0.27,32448404,"9,142"
ROMANIA,ROMANIA,Europe,1954,"9,146",0,218,0,"2,703","3,400","2,825",94868694428,1,0.53,17243807,"9,146"
NEW ZEALAND,NEW ZEALAND,Australia,2006,"9,150",846,152,12,"2,068","4,834","2,084",1.33E+11,1,2.19,4187584,"9,150"
CHINA (MAINLAND),CHINA,Asia,1927,"9,150",0,0,0,0,3,"9,148",4.89E+11,1,0,462750597,"9,150"
CUBA,CUBA,North America,1986,"9,154",156,449,0,3,"8,630",72,1.48E+11,1,0.9,10167998,"9,154"
CHINA (MAINLAND),CHINA,Asia,1947,"9,167",0,57,0,0,44,"9,067",3.47E+11,1,0,509858820,"9,167"
NETHERLANDS,NETHERLANDS,Europe,1925,"9,168",0,0,0,0,564,"8,604",49183357975,1,0,6846453,"9,168"
NEW ZEALAND,NEW ZEALAND,Australia,2007,"9,176",880,150,53,"2,276","4,909","1,788",1.38E+11,1,2.17,4238021,"9,176"
COLOMBIA,COLOMBIA,South America,1973,"9,190",239,438,285,"1,006","5,341","2,120",1.14E+11,1,0.4,23674505,"9,190"
USSR,RUSSIA,Europe,1921,"9,191",0,0,0,11,"3,176","6,005",1.11E+11,1,0,179916092,"9,191"
BANGLADESH,BANGLADESH,Asia,2002,"9,192",204,680,0,"5,428","2,722",363,2.01E+11,1,0.07,136228456,"9,192"
BELGIUM,BELGIUM,Europe,1918,"9,204",0,0,0,0,0,"9,204",24432727983,1,0,7554691,"9,204"
NORWAY,NORWAY,Europe,1979,"9,214",313,299,158,318,"7,438","1,001",1.29E+11,1,2.26,4069626,"9,214"
BANGLADESH,BANGLADESH,Asia,2003,"9,240",225,680,0,"5,838","2,710",12,2.11E+11,1,0.07,138600174,"9,240"
AUSTRIA,AUSTRIA,Europe,1962,"9,246",1,416,0,884,"3,009","4,936",89659752311,1,1.3,7151077,"9,246"
MOROCCO,MOROCCO,Africa,2000,"9,246",255,"1,102",0,24,"5,383","2,737",1.34E+11,1,0.32,28950553,"9,246"
NEW ZEALAND,NEW ZEALAND,Australia,2005,"9,250",860,150,11,"2,016","4,750","2,323",1.29E+11,1,2.24,4134699,"9,250"
NEW ZEALAND,NEW ZEALAND,Australia,2003,"9,255",770,147,15,"2,409","4,799","1,885",1.22E+11,1,2.3,4020195,"9,255"
CUBA,CUBA,North America,1987,"9,259",156,481,0,12,"8,690",77,1.47E+11,1,0.9,10269276,"9,259"
SLOVAKIA,SLOVAK REPUBLIC,Europe,2009,"9,282",38,409,7,"2,763","2,012","4,092",1.28E+11,1,1.71,5401951,"9,282"
HUNGARY,HUNGARY,Europe,1954,"9,283",0,129,0,280,"1,095","7,778",68670714400,1,0.95,9768149,"9,283"
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1986,"9,288",205,282,"1,785","2,415","4,805",1,1.26E+11,1,2.34,3961363,"9,288"
BRAZIL,BRAZIL,South America,1955,"9,289",43,377,33,4,"7,276","1,600",2.06E+11,1,0.15,62655984,"9,289"
USSR,RUSSIA,Europe,1919,"9,294",0,0,0,0,"3,715","5,579",1.18E+11,1,0,179916092,"9,294"
CHINA (MAINLAND),CHINA,Asia,1928,"9,311",0,13,0,0,3,"9,296",4.98E+11,1,0,462750597,"9,311"
NORWAY,NORWAY,Europe,1982,"9,312",209,243,177,236,"7,676",980,1.37E+11,1,2.26,4107655,"9,312"
TURKMENISTAN,TURKMENISTAN,Europe,1994,"9,326",0,95,0,"6,644","2,587",0,20429889641,1,2.28,4095512,"9,326"
ITALY (INCLUDING SAN MARINO),ITALY,Europe,1931,"9,330",0,418,0,6,601,"8,305",1.94E+11,1,0,40771062,"9,330"
AUSTRALIA,AUSTRALIA,Australia,1944,"9,337",0,60,0,0,0,"9,277",85912545666,1,0,7052012,"9,337"
ECUADOR,ECUADOR,South America,2010,"9,340","1,147",748,259,265,"8,069",0,1.30E+11,1,0.62,14934692,"9,340"
NEW ZEALAND,NEW ZEALAND,Australia,2008,"9,345",916,150,93,"2,148","4,892","2,062",1.37E+11,1,2.18,4285380,"9,345"
NETHERLANDS,NETHERLANDS,Europe,1926,"9,369",0,0,0,0,651,"8,719",52681644275,1,0,6846453,"9,369"
SLOVAKIA,SLOVAK REPUBLIC,Europe,2011,"9,374",36,394,5,"2,896","2,156","3,923",1.37E+11,1,1.72,5411377,"9,374"
PAKISTAN,PAKISTAN,Asia,1981,"9,381",286,488,393,"3,656","3,857",987,1.87E+11,1,0.11,80691701,"9,381"
BULGARIA,BULGARIA,Europe,1963,"9,384",0,300,0,0,"1,774","7,310",48254300122,1,1.16,8073469,"9,384"
NORWAY,NORWAY,Europe,1981,"9,390",220,250,138,390,"7,638",974,1.37E+11,1,2.29,4095177,"9,390"
BELGIUM,BELGIUM,Europe,1915,"9,394",0,0,0,0,0,"9,394",28423728830,1,0,7554691,"9,394"
NORWAY,NORWAY,Europe,1984,"9,397",303,210,153,476,"7,368","1,190",1.51E+11,1,2.27,4133833,"9,397"
NORWAY,NORWAY,Europe,1997,"9,399","1,148",234,225,"2,006","5,870","1,063",2.38E+11,1,2.13,4412958,"9,399"
INDIA,INDIA,Asia,1913,"9,399",0,0,0,0,885,"8,514",2.30E+11,1,0,267795301,"9,399"
EGYPT,EGYPT,Africa,1976,"9,407",547,457,793,199,"7,334",623,1.83E+11,1,0.23,39478585,"9,407"
NEW ZEALAND,NEW ZEALAND,Australia,2001,"9,411",743,147,35,"3,323","4,419","1,487",1.12E+11,1,2.41,3906911,"9,411"
SWEDEN,SWEDEN,Europe,1954,"9,417",156,335,0,0,"5,045","4,037",90662722682,1,1.3,7217176,"9,417"
CUBA,CUBA,North America,1982,"9,423",66,430,0,5,"8,893",94,1.38E+11,1,0.95,9925618,"9,423"
SWEDEN,SWEDEN,Europe,1952,"9,424",160,288,0,0,"3,994","5,142",84404795373,1,1.32,7125539,"9,424"
SYRIAN ARAB REPUBLIC,SYRIA,Asia,1989,"9,426",404,476,691,777,"7,483",0,36744977757,1,0.79,12088714,"9,426"
AUSTRALIA,AUSTRALIA,Australia,1941,"9,429",0,94,0,0,0,"9,335",77070547878,1,0,7052012,"9,429"
ECUADOR,ECUADOR,South America,2009,"9,436","1,376",679,299,239,"8,219",0,1.26E+11,1,0.64,14691310,"9,436"
TURKMENISTAN,TURKMENISTAN,Europe,1995,"9,441",0,59,0,"7,000","2,382",0,18994064633,1,2.25,4188010,"9,441"
NETHERLANDS,NETHERLANDS,Europe,1942,"9,442",0,50,0,0,0,"9,392",52602760978,1,0,8860722,"9,442"
